time,low,high,open,close,volume
1642204800,42577.35,43819.39,43090.72,43098.2,6318.38550193
1642291200,42600.0,43497.24,43098.2,43104.34,6481.6580227
1642377600,41567.64,43200.0,43104.34,42218.01,10963.85191034
1642464000,41287.79,42692.71,42214.66,42369.74,13658.50365699
1642550400,41126.0,42586.03,42372.15,41674.27,15642.41727542
1642636800,40555.0,43511.99,41672.14,40670.97,17860.82318928
1642723200,35422.0,41127.79,40671.77,36456.94,50742.89616126
